run_id,method,fraction,seed,runtime_s,gpu_hours,trainable_params,total_params,test_mae_mev_atom,gpu_inventory,foundation_inference_rerun,notes
feature_stacking_frac500_seed20260529,feature_stacking,0.5,20260529,76.17761039733887,0.021160447332594128,498404.0,498643.0,40.016321505434476,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
feature_stacking_frac500_seed20260530,feature_stacking,0.5,20260530,102.12131404876709,0.02836703168021308,498404.0,498643.0,40.041249623822644,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac500_seed20260528,formdelta,0.5,20260528,81.30051517486572,0.0225834764374627,498404.0,498643.0,24.702143959388547,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac500_seed20260529,formdelta,0.5,20260529,78.61405563354492,0.0218372376759847,498404.0,498643.0,25.6744861114802,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac500_seed20260530,formdelta,0.5,20260530,104.20361328125,0.028945448133680555,498404.0,498643.0,25.343315501599875,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac500_seed20260528,target_only,0.5,20260528,89.17491507530212,0.02477080974313948,498404.0,498643.0,104.67421545293122,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac500_seed20260529,target_only,0.5,20260529,79.61556077003479,0.022115433547231885,498404.0,498643.0,106.9195574570139,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac500_seed20260530,target_only,0.5,20260530,101.5998547077179,0.02822218186325497,498404.0,498643.0,101.81582289829524,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
classical_delta_frac1000_seed20260528,classical_delta,1.0,20260528,72.64619827270508,0.020179499520195855,,,16.51957129968837,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
classical_delta_frac1000_seed20260529,classical_delta,1.0,20260529,66.35910701751709,0.018433085282643636,,,16.398684857351036,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
